DatabaseClass text,SetupName text,InitialYear numeric,FinalYear numeric,AirComplement text,MagazineLoadout text,LauncherLoadout text
"SH-14B (88)","GM2  1962","1988","2011","","","Lynx HAS.Mk.2 1 Mk-46 2 AS 12 1962-L"
"SH-14B (88)","GM3  2005","2007","2999","","","Lynx HAS.Mk.2 1 MU-90 2 AS 12 2005-L"
"SH-14B (88)","GM4  1983","1988","2011","","","Lynx HAS.Mk.2 1 Stingray 2 AS 12 1983-L"
"SH-14B (88)","GM5  1962","1988","2011","","","Lynx HAS.Mk.2 4 AS 12 1962-L"
"SH-14B (88)","SM1  1982","1988","2008","","","Lynx HAS.Mk.2 1 A-244S 2 Sea Skua 1982-L"
"SH-14B (88)","SM2  1982","1988","2011","","","Lynx HAS.Mk.2 1 Mk-46 2 Sea Skua 1982-L"
"SH-14B (88)","SM3  2005","2005","2999","","","Lynx HAS.Mk.2 1 MU-90 2 Sea Skua 2005-L"
"SH-14B (88)","SM4  1983","1988","2011","","","Lynx HAS.Mk.2 1 Stingray 2 Sea Skua 1983-L"
"SH-14B (88)","SM5  1982","1988","2011","","","Lynx HAS.Mk.2 4 Sea Skua 1982-L"
"SH-14B (88)","T1  1962","1988","2008","","","Lynx HAS.Mk.2 2 A-244S 1962-L"
"SH-14B (88)","T2  1962","1988","2011","","","Lynx HAS.Mk.2 2 Mk-46 1962-L"
"SH-14B (88)","T3  2005","2005","2999","","","Lynx HAS.Mk.2 2 MU-90 2005-L"
"SH-14B (88)","T4  1983","1988","2011","","","Lynx HAS.Mk.2 2 Stingray 1983-L"
"SH-14B","GM1  1962","1981","2008","","","Lynx HAS.Mk.2 1 A-244S 2 AS 12 1962-L"
"SH-14B","GM2  1962","1981","2011","","","Lynx HAS.Mk.2 1 Mk-46 2 AS 12 1962-L"
"SH-14B","GM3  2005","2007","2999","","","Lynx HAS.Mk.2 1 MU-90 2 AS 12 2005-L"
"SH-14B","GM4  1983","1983","2011","","","Lynx HAS.Mk.2 1 Stingray 2 AS 12 1983-L"
"SH-14B","GM5  1962","1981","2011","","","Lynx HAS.Mk.2 4 AS 12 1962-L"
"SH-14B","SM1  1982","1982","2008","","","Lynx HAS.Mk.2 1 A-244S 2 Sea Skua 1982-L"
"SH-14B","SM2  1982","1982","2011","","","Lynx HAS.Mk.2 1 Mk-46 2 Sea Skua 1982-L"
"SH-14B","SM3  2005","2005","2999","","","Lynx HAS.Mk.2 1 MU-90 2 Sea Skua 2005-L"
"SH-14B","SM4  1983","1983","2011","","","Lynx HAS.Mk.2 1 Stingray 2 Sea Skua 1983-L"
"SH-14B","SM5  1982","1982","2011","","","Lynx HAS.Mk.2 4 Sea Skua 1982-L"
"SH-14B","T1  1962","1981","2008","","","Lynx HAS.Mk.2 2 A-244S 1962-L"
"SH-14B","T2  1962","1981","2011","","","Lynx HAS.Mk.2 2 Mk-46 1962-L"
"SH-14B","T3  2005","2005","2999","","","Lynx HAS.Mk.2 2 MU-90 2005-L"
"SH-14B","T4  1983","1983","2011","","","Lynx HAS.Mk.2 2 Stingray 1983-L"
"SH-14B","GM1  1962","1992","1994","","","Lynx HAS.Mk.2 1 A-244S 2 AS 12 1962-L"
"SH-14B","GM2  1962","1992","1994","","","Lynx HAS.Mk.2 1 Mk-46 2 AS 12 1962-L"
"SH-14B","GM3  2005","2007","1994","","","Lynx HAS.Mk.2 1 MU-90 2 AS 12 2005-L"
"SH-14B","GM4  1983","1992","1994","","","Lynx HAS.Mk.2 1 Stingray 2 AS 12 1983-L"
"SH-14B","GM5  1962","1992","1994","","","Lynx HAS.Mk.2 4 AS 12 1962-L"
"SH-14B","SM1  1982","1992","2008","","","Lynx HAS.Mk.2 1 A-244S 2 Sea Skua 1982-L"
"SH-14B","SM2  1982","1992","1994","","","Lynx HAS.Mk.2 1 Mk-46 2 Sea Skua 1982-L"
"SH-14B","SM3  2005","2005","1994","","","Lynx HAS.Mk.2 1 MU-90 2 Sea Skua 2005-L"
"SH-14B","SM4  1983","1992","1994","","","Lynx HAS.Mk.2 1 Stingray 2 Sea Skua 1983-L"
"SH-14B","SM5  1982","1992","1994","","","Lynx HAS.Mk.2 4 Sea Skua 1982-L"
"SH-14B","T1  1962","1992","1994","","","Lynx HAS.Mk.2 2 A-244S 1962-L"
"SH-14B","T2  1962","1992","1994","","","Lynx HAS.Mk.2 2 Mk-46 1962-L"
"SH-14B","T3  2005","2005","1994","","","Lynx HAS.Mk.2 2 MU-90 2005-L"
"SH-14B","T4  1983","1992","1994","","","Lynx HAS.Mk.2 2 Stingray 1983-L"
"SH-14D (94)","GM1  1962","1994","2008","","","Lynx HAS.Mk.2 1 A-244S 2 AS 12 1962-L"
"SH-14D (94)","GM2  1962","1994","2011","","","Lynx HAS.Mk.2 1 Mk-46 2 AS 12 1962-L"
"SH-14D (94)","GM3  2005","2007","2999","","","Lynx HAS.Mk.2 1 MU-90 2 AS 12 2005-L"
"SH-14D (94)","GM4  1983","1994","2011","","","Lynx HAS.Mk.2 1 Stingray 2 AS 12 1983-L"
"SH-14D (94)","GM5  1962","1994","2011","","","Lynx HAS.Mk.2 4 AS 12 1962-L"
"SH-14D (94)","SM1  1982","1994","2008","","","Lynx HAS.Mk.2 1 A-244S 2 Sea Skua 1982-L"
"SH-14D (94)","SM2  1982","1994","2011","","","Lynx HAS.Mk.2 1 Mk-46 2 Sea Skua 1982-L"
"SH-14D (94)","SM3  2005","2005","2999","","","Lynx HAS.Mk.2 1 MU-90 2 Sea Skua 2005-L"
"SH-14D (94)","SM4  1983","1994","2011","","","Lynx HAS.Mk.2 1 Stingray 2 Sea Skua 1983-L"
"SH-14D (94)","SM5  1982","1994","2011","","","Lynx HAS.Mk.2 4 Sea Skua 1982-L"
"SH-14D (94)","T1  1962","1994","2008","","","Lynx HAS.Mk.2 2 A-244S 1962-L"
"SH-14D (94)","T2  1962","1994","2011","","","Lynx HAS.Mk.2 2 Mk-46 1962-L"
"SH-14D (94)","T3  2005","2005","2999","","","Lynx HAS.Mk.2 2 MU-90 2005-L"
"SH-14D (94)","T4  1983","1994","2011","","","Lynx HAS.Mk.2 2 Stingray 1983-L"
"SH-60B","GM1  1990","1990","2002","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-46 1990"
"SH-60B","GM1  1992","1992","2002","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-46 1992"
"SH-60B","GM1  1997","1997","2006","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-46 1997"
"SH-60B","GM1  2002","2002","2006","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-46 2002"
"SH-60B","GM1  2006","2006","2017","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-46 2006"
"SH-60B","GM1  2007","2007","2017","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-46 2007"
"SH-60B","GM1  2012","2012","2022","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-46 2012"
"SH-60B","GM1E  1990","1990","2002","","","SH-60 ASW-E 2 AGM-65 2 120 gallon tank 1990"
"SH-60B","GM1E  1992","1992","2002","","","SH-60 ASW-E 2 AGM-65 2 120 gallon tank 1992"
"SH-60B","GM1E  1997","1997","2006","","","SH-60 ASW-E 2 AGM-65 2 120 gallon tank 1997"
"SH-60B","GM1E  2002","2002","2006","","","SH-60 ASW-E 2 AGM-65 2 120 gallon tank 2002"
"SH-60B","GM1E  2006","2006","2017","","","SH-60 ASW-E 2 AGM-65 2 120 gallon tank 2006"
"SH-60B","GM1E  2007","2007","2017","","","SH-60 ASW-E 2 AGM-65 2 120 gallon tank 2007"
"SH-60B","GM1E  2012","2012","2022","","","SH-60 ASW-E 2 AGM-65 2 120 gallon tank 2012"
"SH-60B","GM2  1985","1985","1997","","","SH-60 ASW 4 AGM-114 1 120 gallon tank 1 Mk-46 1985"
"SH-60B","GM2  1987","1987","1997","","","SH-60 ASW 4 AGM-114 1 120 gallon tank 1 Mk-46 1987"
"SH-60B","GM2  1992","1992","2002","","","SH-60 ASW 4 AGM-114 1 120 gallon tank 1 Mk-46 1992"
"SH-60B","GM2  1997","1997","2007","","","SH-60 ASW 4 AGM-114 1 120 gallon tank 1 Mk-46 1997"
"SH-60B","GM2  2002","2002","2012","","","SH-60 ASW 4 AGM-114 1 120 gallon tank 1 Mk-46 2002"
"SH-60B","GM2  2007","2007","2017","","","SH-60 ASW 4 AGM-114 1 120 gallon tank 1 Mk-46 2007"
"SH-60B","GM2  2012","2012","2022","","","SH-60 ASW 4 AGM-114 1 120 gallon tank 1 Mk-46 2012"
"SH-60B","GM2E  1985","1985","1997","","","SH-60 ASW-E 4 AGM-114 2 120 gallon tank 1985"
"SH-60B","GM2E  1987","1987","1997","","","SH-60 ASW-E 4 AGM-114 2 120 gallon tank 1987"
"SH-60B","GM2E  1992","1992","2002","","","SH-60 ASW-E 4 AGM-114 2 120 gallon tank 1992"
"SH-60B","GM2E  1997","1997","2007","","","SH-60 ASW-E 4 AGM-114 2 120 gallon tank 1997"
"SH-60B","GM2E  2002","2002","2012","","","SH-60 ASW-E 4 AGM-114 2 120 gallon tank 2002"
"SH-60B","GM2E  2007","2007","2017","","","SH-60 ASW-E 4 AGM-114 2 120 gallon tank 2007"
"SH-60B","GM2E  2012","2012","2022","","","SH-60 ASW-E 4 AGM-114 2 120 gallon tank 2012"
"SH-60B","GM3  2004","2004","2006","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-54 2004"
"SH-60B","GM3  2006","2006","2017","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-54 2006"
"SH-60B","GM3  2007","2007","2017","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-54 2007"
"SH-60B","GM3  2012","2012","2022","","","SH-60 ASW 2 AGM-65 1 120 gallon tank 1 Mk-54 2012"
"SH-60B","GM4  2004","2004","2012","","","SH-60 ASW 4 AGM-114 1 120 gallon tank 1 Mk-54 2004"
"SH-60B","GM4  2007","2007","2017","","","SH-60 ASW 4 AGM-114 1 120 gallon tank 1 Mk-54 2007"
"SH-60B","GM4  2012","2012","2022","","","SH-60 ASW 4 AGM-114 1 120 gallon tank 1 Mk-54 2012"
"SH-60B","GM5  1987","1987","2002","","","SH-60 ASW 2 AGM-65D 1 120 gallon tank 1 Mk-46 1987"
"SH-60B","GM5  1992","1992","2002","","","SH-60 ASW 2 AGM-65D 1 120 gallon tank 1 Mk-46 1992"
"SH-60B","GM5  1997","1997","2007","","","SH-60 ASW 2 AGM-65D 1 120 gallon tank 1 Mk-46 1997"
"SH-60B","GM5  2002","2002","2007","","","SH-60 ASW 2 AGM-65D 1 120 gallon tank 1 Mk-46 2002"
"SH-60B","GM5  2007","2007","2017","","","SH-60 ASW 2 AGM-65D 1 120 gallon tank 1 Mk-46 2007"
"SH-60B","GM5  2012","2012","2022","","","SH-60 ASW 2 AGM-65D 1 120 gallon tank 1 Mk-46 2012"
"SH-60B","GM5E  1987","1987","2002","","","SH-60 ASW-E 2 AGM-65D 2 120 gallon tank 1987"
"SH-60B","GM5E  1992","1992","2002","","","SH-60 ASW-E 2 AGM-65D 2 120 gallon tank 1992"
"SH-60B","GM5E  1997","1997","2007","","","SH-60 ASW-E 2 AGM-65D 2 120 gallon tank 1997"
"SH-60B","GM5E  2002","2002","2007","","","SH-60 ASW-E 2 AGM-65D 2 120 gallon tank 2002"
"SH-60B","GM5E  2007","2007","2017","","","SH-60 ASW-E 2 AGM-65D 2 120 gallon tank 2007"
"SH-60B","GM5E  2012","2012","2022","","","SH-60 ASW-E 2 AGM-65D 2 120 gallon tank 2012"
"SH-60B","GM6  2004","2004","2006","","","SH-60 ASW 2 AGM-65D 1 120 gallon tank 1 Mk-54 2004"
"SH-60B","GM6  2006","2006","2017","","","SH-60 ASW 2 AGM-65D 1 120 gallon tank 1 Mk-54 2006"
"SH-60B","GM6  2007","2007","2017","","","SH-60 ASW 2 AGM-65D 1 120 gallon tank 1 Mk-54 2007"
"SH-60B","GM6  2012","2012","2022","","","SH-60 ASW 2 AGM-65D 1 120 gallon tank 1 Mk-54 2012"
"SH-60B","SM1  1994","1994","2002","","","SH-60 ASW 1 AGM-119 1 120 gallon tank 1 Mk-46 1994"
"SH-60B","SM1  1997","1997","2007","","","SH-60 ASW 1 AGM-119 1 120 gallon tank 1 Mk-46 1997"
"SH-60B","SM1  2002","2002","2012","","","SH-60 ASW 1 AGM-119 1 120 gallon tank 1 Mk-46 2002"
"SH-60B","SM1  2007","2007","2017","","","SH-60 ASW 1 AGM-119 1 120 gallon tank 1 Mk-46 2007"
"SH-60B","SM1  2012","2012","2022","","","SH-60 ASW 1 AGM-119 1 120 gallon tank 1 Mk-46 2012"
"SH-60B","SM1E  1994","1994","2002","","","SH-60 ASW-E 1 AGM-119 2 120 gallon tank 1994"
"SH-60B","SM1E  1997","1997","2007","","","SH-60 ASW-E 1 AGM-119 2 120 gallon tank 1997"
"SH-60B","SM1E  2002","2002","2012","","","SH-60 ASW-E 1 AGM-119 2 120 gallon tank 2002"
"SH-60B","SM1E  2007","2007","2017","","","SH-60 ASW-E 1 AGM-119 2 120 gallon tank 2007"
"SH-60B","SM1E  2012","2012","2022","","","SH-60 ASW-E 1 AGM-119 2 120 gallon tank 2012"
"SH-60B","SM2  2004","2004","2012","","","SH-60 ASW 1 AGM-119 1 120 gallon tank 1 Mk-54 2004"
"SH-60B","SM2  2007","2007","2017","","","SH-60 ASW 1 AGM-119 1 120 gallon tank 1 Mk-54 2007"
"SH-60B","SM2  2012","2012","2022","","","SH-60 ASW 1 AGM-119 1 120 gallon tank 1 Mk-54 2012"
"SH-60B","T1  1983","1983","1992","","","SH-60 ASuW 3 mk-46 1983"
"SH-60B","T1  1987","1987","1997","","","SH-60 ASuW 3 mk-46 1987"
"SH-60B","T1  1992","1992","2002","","","SH-60 ASuW 3 mk-46 1992"
"SH-60B","T1  1997","1997","2007","","","SH-60 ASuW 3 mk-46 1997"
"SH-60B","T1  2002","2002","2012","","","SH-60 ASuW 3 mk-46 2002"
"SH-60B","T1  2007","2007","2013","","","SH-60 ASuW 3 mk-46 2007"
"SH-60B","T1  2012","2012","2013","","","SH-60 ASuW 3 mk-46 2012"
"SH-60B","T1E  1983","1983","1992","","","SH-60 ASuW-E 2 Mk-46 1 120 gallon tank 1983"
"SH-60B","T1E  1987","1987","1997","","","SH-60 ASuW-E 2 Mk-46 1 120 gallon tank 1987"
"SH-60B","T1E  1992","1992","2002","","","SH-60 ASuW-E 2 Mk-46 1 120 gallon tank 1992"
"SH-60B","T1E  1997","1997","2007","","","SH-60 ASuW-E 2 Mk-46 1 120 gallon tank 1997"
"SH-60B","T1E  2002","2002","2012","","","SH-60 ASuW-E 2 Mk-46 1 120 gallon tank 2002"
"SH-60B","T1E  2007","2007","2017","","","SH-60 ASuW-E 2 Mk-46 1 120 gallon tank 2007"
"SH-60B","T1E  2012","2012","2022","","","SH-60 ASuW-E 2 Mk-46 1 120 gallon tank 2012"
"SH-60B","T2  1991","1991","2002","","","SH-60 ASuW 2 mk-46 1 mk-50 1991"
"SH-60B","T2  1992","1992","2002","","","SH-60 ASuW 2 mk-46 1 mk-50 1992"
"SH-60B","T2  1997","1997","2007","","","SH-60 ASuW 2 mk-46 1 mk-50 1997"
"SH-60B","T2  2002","2002","2012","","","SH-60 ASuW 2 mk-46 1 mk-50 2002"
"SH-60B","T2  2007","2007","2013","","","SH-60 ASuW 2 mk-46 1 mk-50 2007"
"SH-60B","T2  2012","2012","2013","","","SH-60 ASuW 2 mk-46 1 mk-50 2012"
"SH-60B","T2E  1991","1991","2002","","","SH-60 ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 1991"
"SH-60B","T2E  1992","1992","2002","","","SH-60 ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 1992"
"SH-60B","T2E  1997","1997","2007","","","SH-60 ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 1997"
"SH-60B","T2E  2002","2002","2012","","","SH-60 ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 2002"
"SH-60B","T2E  2007","2007","2017","","","SH-60 ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 2007"
"SH-60B","T2E  2012","2012","2022","","","SH-60 ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 2012"
"SH-60B","T3  2004","2004","2012","","","SH-60 ASuW 3 Mk-54 2004"
"SH-60B","T3  2007","2007","2017","","","SH-60 ASuW 3 Mk-54 2007"
"SH-60B","T3  2012","2012","2022","","","SH-60 ASuW 3 Mk-54 2012"
"SH-60B","T3E  2004","2004","2012","","","SH-60 ASuW-E 2 Mk-54 1 120 gallon tank 2004"
"SH-60B","T3E  2007","2007","2017","","","SH-60 ASuW-E 2 Mk-54 1 120 gallon tank 2007"
"SH-60B","T3E  2012","2012","2022","","","SH-60 ASuW-E 2 Mk-54 1 120 gallon tank 2012"
"SH-60B","T4  2004","2004","2012","","","SH-60 ASuW 2 Mk-54 1 mk-50 2004"
"SH-60B","T4  2007","2007","2017","","","SH-60 ASuW 2 Mk-54 1 mk-50 2007"
"SH-60B","T4  2012","2012","2022","","","SH-60 ASuW 2 Mk-54 1 mk-50 2012"
"SH-60B","T4E  2004","2004","2012","","","SH-60 ASuW-E 1 Mk-54 1 120 gallon tank 1 Mk-50 2004"
"SH-60B","T4E  2007","2007","2017","","","SH-60 ASuW-E 1 Mk-54 1 120 gallon tank 1 Mk-50 2007"
"SH-60B","T4E  2012","2012","2022","","","SH-60 ASuW-E 1 Mk-54 1 120 gallon tank 1 Mk-50 2012"
"SH-60F","T1  1991","1991","1997","","","SH-60F ASuW 3 mk-46 1987"
"SH-60F","T1  1992","1992","2002","","","SH-60F ASuW 3 mk-46 1992"
"SH-60F","T1  1997","1997","2007","","","SH-60F ASuW 3 mk-46 1997"
"SH-60F","T1  2002","2002","2012","","","SH-60F ASuW 3 mk-46 2002"
"SH-60F","T1  2007","2007","2013","","","SH-60F ASuW 3 mk-46 2007"
"SH-60F","T1  2012","2012","2013","","","SH-60F ASuW 3 mk-46 2012"
"SH-60F","T1E  1991","1991","1997","","","SH-60F ASuW-E 2 Mk-46 1 120 gallon tank 1987"
"SH-60F","T1E  1992","1992","2002","","","SH-60F ASuW-E 2 Mk-46 1 120 gallon tank 1992"
"SH-60F","T1E  1997","1997","2007","","","SH-60F ASuW-E 2 Mk-46 1 120 gallon tank 1997"
"SH-60F","T1E  2002","2002","2012","","","SH-60F ASuW-E 2 Mk-46 1 120 gallon tank 2002"
"SH-60F","T1E  2007","2007","2017","","","SH-60F ASuW-E 2 Mk-46 1 120 gallon tank 2007"
"SH-60F","T1E  2012","2012","2022","","","SH-60F ASuW-E 2 Mk-46 1 120 gallon tank 2012"
"SH-60F","T2  1991","1991","2002","","","SH-60F ASuW 2 mk-46 1 mk-50 1991"
"SH-60F","T2  1992","1992","2002","","","SH-60F ASuW 2 mk-46 1 mk-50 1992"
"SH-60F","T2  1997","1997","2007","","","SH-60F ASuW 2 mk-46 1 mk-50 1997"
"SH-60F","T2  2002","2002","2012","","","SH-60F ASuW 2 mk-46 1 mk-50 2002"
"SH-60F","T2  2007","2007","2013","","","SH-60F ASuW 2 mk-46 1 mk-50 2007"
"SH-60F","T2  2012","2012","2013","","","SH-60F ASuW 2 mk-46 1 mk-50 2012"
"SH-60F","T2E  1991","1991","2002","","","SH-60F ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 1991"
"SH-60F","T2E  1992","1992","2002","","","SH-60F ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 1992"
"SH-60F","T2E  1997","1997","2007","","","SH-60F ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 1997"
"SH-60F","T2E  2002","2002","2012","","","SH-60F ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 2002"
"SH-60F","T2E  2007","2007","2017","","","SH-60F ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 2007"
"SH-60F","T2E  2012","2012","2022","","","SH-60F ASuW-E 1 Mk-46 1 120 gallon tank 1 Mk-50 2012"
"SH-60F","T3  2004","2004","2012","","","SH-60F ASuW 3 Mk-54 2004"
"SH-60F","T3  2007","2007","2017","","","SH-60F ASuW 3 Mk-54 2007"
"SH-60F","T3  2012","2012","2022","","","SH-60F ASuW 3 Mk-54 2012"
"SH-60F","T3E  2004","2004","2012","","","SH-60F ASuW-E 2 Mk-54 1 120 gallon tank 2004"
"SH-60F","T3E  2007","2007","2017","","","SH-60F ASuW-E 2 Mk-54 1 120 gallon tank 2007"
"SH-60F","T3E  2012","2012","2022","","","SH-60F ASuW-E 2 Mk-54 1 120 gallon tank 2012"
"SH-60F","T4  2004","2004","2012","","","SH-60F ASuW 2 Mk-54 1 mk-50 2004"
"SH-60F","T4  2007","2007","2017","","","SH-60F ASuW 2 Mk-54 1 mk-50 2007"
"SH-60F","T4  2012","2012","2022","","","SH-60F ASuW 2 Mk-54 1 mk-50 2012"
"SH-60F","T4E  2004","2004","2012","","","SH-60F ASuW-E 1 Mk-54 1 120 gallon tank 1 Mk-50 2004"
"SH-60F","T4E  2007","2007","2017","","","SH-60F ASuW-E 1 Mk-54 1 120 gallon tank 1 Mk-50 2007"
"SH-60F","T4E  2012","2012","2022","","","SH-60F ASuW-E 1 Mk-54 1 120 gallon tank 1 Mk-50 2012"
"SSC-1(12)","SSC-1(12)-1","1900","2999","SSC-1(12)-1-A","SSC-1(12)-1-M","SSC-1(12)-1-L"
"SSC-1(18)","SSC-1(18)-1","1900","2999","SSC-1(18)-1-A","SSC-1(18)-1-M","SSC-1(18)-1-L"
"SSC-1(24)","SSC-1(24)-1","1900","2999","SSC-1(24)-1-A","SSC-1(24)-1-M","SSC-1(24)-1-L"
"SSC-1(30)","SSC-1(30)-1","1900","2999","SSC-1(30)-1-A","SSC-1(30)-1-M","SSC-1(30)-1-L"
"SSC-1(36)","SSC-1(36)-1","1900","2999","SSC-1(36)-1-A","SSC-1(36)-1-M","SSC-1(36)-1-L"
"SSC-1(6)","SSC-1(6)-1","1900","2999","SSC-1(6)-1-A","SSC-1(6)-1-M","SSC-1(6)-1-L"
"SSC-2(12)","SSC-2(12)-1","1900","2999","SSC-2(12)-1-A","SSC-2(12)-1-M","SSC-2(12)-1-L"
"SSC-2(18)","SSC-2(18)-1","1900","2999","SSC-2(18)-1-A","SSC-2(18)-1-M","SSC-2(18)-1-L"
"SSC-2(24)","SSC-2(24)-1","1900","2999","SSC-2(24)-1-A","SSC-2(24)-1-M","SSC-2(24)-1-L"
"SSC-2(30)","SSC-2(30)-1","1900","2999","SSC-2(30)-1-A","SSC-2(30)-1-M","SSC-2(30)-1-L"
"SSC-2(36)","SSC-2(36)-1","1900","2999","SSC-2(36)-1-A","SSC-2(36)-1-M","SSC-2(36)-1-L"
"SSC-2(6)","SSC-2(6)-1","1900","2999","SSC-2(6)-1-A","SSC-2(6)-1-M","SSC-2(6)-1-L"
"SSC-3(12)","SSC-3(12)-1","1900","2999","SSC-3(12)-1-A","SSC-3(12)-1-M","SSC-3(12)-1-L"
"SSC-3(18)","SSC-3(18)-1","1900","2999","SSC-3(18)-1-A","SSC-3(18)-1-M","SSC-3(18)-1-L"
"SSC-3(24)","SSC-3(24)-1","1900","2999","SSC-3(24)-1-A","SSC-3(24)-1-M","SSC-3(24)-1-L"
"SSC-3(30)","SSC-3(30)-1","1900","2999","SSC-3(30)-1-A","SSC-3(30)-1-M","SSC-3(30)-1-L"
"SSC-3(36)","SSC-3(36)-1","1900","2999","SSC-3(36)-1-A","SSC-3(36)-1-M","SSC-3(36)-1-L"
"SSC-3(6)","SSC-3(6)-1","1900","2999","SSC-3(6)-1-A","SSC-3(6)-1-M","SSC-3(6)-1-L"
"SSC-4(12)","SSC-4(12)-1","1900","2999","SSC-4(12)-1-A","SSC-4(12)-1-M","SSC-4(12)-1-L"
"SSC-4(18)","SSC-4(18)-1","1900","2999","SSC-4(18)-1-A","SSC-4(18)-1-M","SSC-4(18)-1-L"
"SSC-4(24)","SSC-4(24)-1","1900","2999","SSC-4(24)-1-A","SSC-4(24)-1-M","SSC-4(24)-1-L"
"SSC-4(30)","SSC-4(30)-1","1900","2999","SSC-4(30)-1-A","SSC-4(30)-1-M","SSC-4(30)-1-L"
"SSC-4(36)","SSC-4(36)-1","1900","2999","SSC-4(36)-1-A","SSC-4(36)-1-M","SSC-4(36)-1-L"
"SSC-4(6)","SSC-4(6)-1","1900","2999","SSC-4(6)-1-A","SSC-4(6)-1-M","SSC-4(6)-1-L"
"Sabalo SSK","Sabalo 1975","1975.9979","2999","","Sabalo 1975-M","Sabalo 1975-L"
"Sachsen FFGHM","Sachsen 2004","2004.75","2006","Sachsen FFGHM 2004-A","Sachsen FFGHM 2004-M","Sachsen FFGHM 2004-L"
"Sachsen FFGHM","Sachsen 2006","2006","2999","Sachsen FFGHM 2006-A","Sachsen FFGHM 2004-M","Sachsen FFGHM 2004-L"
"Sacramento AOEHM","Sacramento 1964","1964.1978","2005.7837","","Sacramento 1964-M","Sacramento 1964-L"
"San Antonio LPDM","San Antonio 2006","2006.0363","2999","","San Antonio 2006-M","San Antonio 2006-L"
"Santa Maria FFGHM","Santa Maria 1986","1986.78","1987","Santa Maria 1986-A","Santa Maria 1986-M","Santa Maria 1986-L"
"Santa Maria FFGHM","Santa Maria 1987","1987","1992","Santa Maria 1986-A","Santa Maria 1987-M","Santa Maria 1986-L"
"Santa Maria FFGHM","Santa Maria 1992","1992","1997","Santa Maria 1986-A","Santa Maria 1992-M","Santa Maria 1986-L"
"Santa Maria FFGHM","Santa Maria 1997","1997","2002","Santa Maria 1986-A","Santa Maria 1997-M","Santa Maria 1986-L"
"Santa Maria FFGHM","Santa Maria 2002","2002","2007","Santa Maria 1986-A","Santa Maria 2002-M","Santa Maria 1986-L"
"Santa Maria FFGHM","Santa Maria 2007","2007","2012","Santa Maria 1986-A","Santa Maria 2007-M","Santa Maria 1986-L"
"Santa Maria FFGHM","Santa Maria 2012","2012","2999","Santa Maria 1986-A","Santa Maria 2012-M","Santa Maria 1986-L"
"Scimitar F.1","AW1  1963","1963","1970","","","Scimitar F.1 AW1  1963-L"
"Scimitar F.1","AW1  1969","1969","1970","","","Scimitar F.1 AW1  1969-L"
"Scimitar F.1","AW1E 1963","1963","1970","","","Scimitar F.1 AW1E 1963-L"
"Scimitar F.1","AW1E 1969","1969","1970","","","Scimitar F.1 AW1E 1969-L"
"Scimitar F.1","GM1  1962","1963","1966","","","Scimitar F.1 GM1  1962-L"
"Scimitar F.1","GM1  1964","1964","1970","","","Scimitar F.1 GM1  1964-L"
"Scimitar F.1","GM1E 1962","1963","1966","","","Scimitar F.1 GM1E 1962-L"
"Scimitar F.1","GM1E 1964","1964","1970","","","Scimitar F.1 GM1E 1964-L"
"Scimitar F.1","IB1","1957","1970","","","Scimitar F.1 IB1-L"
"Scimitar F.1","IB1E","1957","1970","","","Scimitar F.1 IB1E-L"
"Scimitar F.1","IB2","1957","1970","","","Scimitar F.1 IB2-L"
"Scimitar F.1","IB2E","1957","1970","","","Scimitar F.1 IB2E-L"
"Scimitar F.1","IB3","1957","1970","","","Scimitar F.1 IB3-L"
"Scimitar F.1","IB3E","1957","1970","","","Scimitar F.1 IB3E-L"
"Scimitar F.1","UR1","1957","1970","","","Scimitar F.1 UR1-L"
"Scimitar F.1","UR1E","1957","1970","","","Scimitar F.1 UR1E-L"
"Scimitar F.1","UR2","1957","1970","","","Scimitar F.1 UR2-L"
"Scimitar F.1","UR2E","1957","1970","","","Scimitar F.1 UR2E-L"
"Sea Lynx Mk 88","GM1  1962","1981","2008","","","Lynx HAS.Mk.2 1 A-244S 2 AS 12 1962-L"
