"DatabaseClass text primary key","NATO_ASCC text","ModelClassId numeric","ClassificationId numeric","Cost numeric","Weight_kg numeric","Volume_m3 numeric","InitialYear numeric","FinalYear numeric","Country text","Designation text","ImageList text","IconFileName text","ModelFileName text","Description text","Notes text","Damage numeric","DamageModel text","LaunchSpeed_mps numeric","targetFlags numeric","MinLaunchAlt_m numeric","MaxLaunchAlt_m numeric","MinRange_km numeric","MaxRange_km numeric","ProbNoFaults numeric","PayloadClass text","PayloadQuantity numeric","DatalinkRange_km real","AcceptsUserCommands numeric","DetonationRange_m numeric","RCS_dBsm numeric","RCS_Model text","OpticalCrossSection_dBsm numeric","IRSignature_dB numeric","IR_ModelA text","IR_ModelB text","IR_ModelC text","EffectiveHeight_m numeric","DragArea_sm numeric","Gmax numeric","MaxTurnRate_degps numeric","Cdpsub numeric","Cdptran numeric","Cdpsup numeric","Mcm numeric","Msupm numeric","BoostThrust_N numeric","BoostTime_s numeric","SustThrust_N numeric","SustTime_s numeric","ShutdownSpeed_mps numeric","SensorClass text","NeedsFireControl numeric","AcceptsWaypoints numeric","Rng1_km numeric","Alt1_m numeric","AltMode1 numeric","GuidMode1 numeric","Rng2_km numeric","Alt2_m numeric","AltMode2 numeric","GuidMode2 numeric","Rng3_km numeric","Alt3_m numeric","AltMode3 numeric","GuidMode3 numeric","Rng4_km numeric","Alt4_m numeric","AltMode4 numeric","GuidMode4 numeric","Rng5_km numeric","Alt5_m numeric","AltMode5 numeric","GuidMode5 numeric","Rng6_km numeric","Alt6_m numeric","AltMode6 numeric","GuidMode6 numeric","Rng7_km numeric","Alt7_m numeric","AltMode7 numeric","GuidMode7 numeric","Rng8_km numeric","Alt8_m numeric","AltMode8 numeric","GuidMode8 numeric","DamageEffect text"
"YJ-62K","","5","64","0","1180","3","1993","2999","China","","","mis/icoYJ62K.jpg","styxc.xml","","","0","Pen300kg","0","1","0","34567","2","420","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.025","0.032","0.021","0.8","1.2","3700","1322","0","0","250","YJ-6 Seeker","0","0","40","30","0","1","0.1","7","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-602","","5","64","0","1240","3","2004","2999","China","","","mis/icoC602.e.jpg","styxc.xml","","","0","Pen300kg","0","1","0","34567","2","280","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.025","0.032","0.021","0.8","1.2","50000","6","3700","876","250","YJ-6 Seeker","0","0","40","30","0","1","0.1","7","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-602K","","5","64","0","1180","3","2004","2999","China","","","mis/icoC602.e.jpg","styxc.xml","","","0","Pen300kg","0","1","0","34567","2","280","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.025","0.032","0.021","0.8","1.2","3700","876","0","0","250","YJ-6 Seeker","0","0","40","30","0","1","0.1","7","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-7","","5","64","0","100","3","1989","2999","China","","","mis/icoYJ7.jpg","styxc.xml","","","0","Pen30kg","0","1","0","34567","0.5","20","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","15","132.739","0.0198","0.0225","0.018","0.8","1.2","1800","70","0","0","240","YJ-7 Seeker","0","0","0.1","7","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-701","","5","64","0","100","3","1989","2999","China","","","mis/icoC701.jpg","styxc.xml","","","0","Pen30kg","0","1","0","34567","0.5","20","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","15","132.739","0.0198","0.0225","0.018","0.8","1.2","1800","70","0","0","240","YJ-7 Seeker","0","0","0.1","7","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-703","","5","64","0","100","3","2002","2999","China","","","mis/icoC703.jpg","styxc.xml","","","0","Pen30kg","0","1","0","34567","0.25","18","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","15","132.739","0.0198","0.0225","0.018","0.8","1.2","7200","4","1800","70","240","C-703 Seeker","0","0","0.1","12","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-704","","5","64","0","350","3","2005","2999","China","","","mis/icoC704.jpg","styxc.xml","","","0","Pen130kg","0","1","0","34567","0.5","35","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.1","0","1","12","106.191","0.0198","0.0225","0.018","0.8","1.2","14400","9","3960","98","240","C-704 Seeker","0","0","0.1","12","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-705","","5","64","0","350","3","2008","2999","China","","","mis/icoC705.jpg","styxc.xml","","","0","Pen110kg","0","1","0","34567","1","75","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.1","0","1","12","106.191","0.0198","0.0225","0.018","0.8","1.2","14400","9","3960","226","240","C-705 IR Seeker","0","0","0.1","12","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-82","CSS-N-8 Saccade","5","64","0","715","3","1989","2999","China","","","mis/icoYJ82.jpg","styxc.xml","","","0","Pen165kg","0","1","0","34567","2","120","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.0225","0.02563","0.0205","0.8","1.2","36000","5","2945","381","250","YJ-82 IR Seeker","0","0","40","20","0","1","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-802","CSS-N-8 Saccade","5","64","0","715","3","1989","2999","China","","","mis/icoC802.jpg","styxc.xml","","","0","Pen165kg","0","1","0","34567","2","120","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.0225","0.02563","0.0205","0.8","1.2","36000","5","2945","381","250","YJ-82 IR Seeker","0","0","40","20","0","1","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-82A","","5","64","0","715","3","1989","2999","China","","","mis/icoYJ82A.jpg","styxc.xml","","","0","Pen165kg","0","1","0","34567","2","180","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.0225","0.02563","0.0205","0.8","1.2","36000","5","2945","576","250","YJ-82 IR Seeker","0","0","40","20","0","1","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-802A","","5","64","0","715","3","1900","2999","China","","","mis/icoC802A.jpg","styxc.xml","","","0","Pen165kg","0","1","0","34567","2","180","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.0225","0.02563","0.0205","0.8","1.2","36000","5","2945","576","250","YJ-82 IR Seeker","0","0","40","20","0","1","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-82K","","5","64","0","715","3","1989","2999","China","","","mis/icoYJ82K.jpg","styxc.xml","","","0","Pen165kg","0","1","0","34567","2","200","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.0225","0.02563","0.0205","0.8","1.2","2945","611","0","0","250","YJ-82 IR Seeker","0","0","40","20","0","1","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-802K","","5","64","0","715","3","1900","2999","China","","","mis/icoC802K.jpg","styxc.xml","","","0","Pen165kg","0","1","0","34567","2","200","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.0225","0.02563","0.0205","0.8","1.2","2945","611","0","0","250","YJ-82 IR Seeker","0","0","40","20","0","1","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-83","","5","64","0","715","3","1998","2999","China","","","mis/icoYJ83.jpg","styxc.xml","","","0","Pen165kg","0","5","0","34567","2","250","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.0225","0.02563","0.0205","0.8","1.2","36000","5","2945","805","250","YJ-82 IR Seeker","0","0","40","20","0","1","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-803","","5","64","0","715","3","1900","2999","China","","","mis/icoC803.jpg","styxc.xml","","","0","Pen165kg","0","5","0","34567","2","250","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.0225","0.02563","0.0205","0.8","1.2","36000","5","2945","805","250","YJ-82 IR Seeker","0","0","40","20","0","1","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-83K","","5","64","0","715","3","1998","2999","China","","","mis/icoYJ83K.jpg","styxc.xml","","","0","Pen165kg","0","5","0","34567","2","300","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","20","87.406","0.0225","0.02563","0.0205","0.8","1.2","2945","937","0","0","250","YJ-82 IR Seeker","0","0","40","50","1","1","1","50","1","2","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-803K","","5","64","0","715","3","1900","2999","China","","","mis/icoC803K.jpg","styxc.xml","","","0","Pen165kg","0","5","0","34567","2","300","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","20","87.406","0.0225","0.02563","0.0205","0.8","1.2","2945","937","0","0","250","YJ-82 IR Seeker","0","0","40","50","1","1","1","50","1","2","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-85","","5","64","0","715","3","2010","2999","China","","","mis/icoYJ85.jpg","styxc.xml","","","0","Pen165kg","0","4","0","34567","2","490","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","20","87.406","0.0225","0.02563","0.0205","0.8","1.2","36000","5","2945","1589","250","YJ-82 IR Seeker","0","0","40","50","1","1","1","50","1","2","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-805","","5","64","0","715","3","1900","2999","China","","","mis/icoC805.jpg","styxc.xml","","","0","Pen165kg","0","4","0","34567","2","490","0.85","","","0","0","0","-14.6","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","20","87.406","0.0225","0.02563","0.0205","0.8","1.2","36000","5","2945","1589","250","YJ-82 IR Seeker","0","0","40","50","1","1","1","50","1","2","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-85K","","5","64","0","715","3","2010","2999","China","","","mis/icoYJ85K.jpg","styxc.xml","","","0","Pen165kg","0","4","0","34567","2","500","0.85","","","0","0","0","-12.4","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","20","87.406","0.0225","0.02563","0.0205","0.8","1.2","2945","1589","0","0","250","YJ-82 IR Seeker","0","0","40","50","1","1","1","50","1","2","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-805K","","5","64","0","715","3","1900","2999","China","","","mis/icoC805K.jpg","styxc.xml","","","0","Pen165kg","0","4","0","34567","2","500","0.85","","","0","0","0","-12.4","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","20","87.406","0.0225","0.02563","0.0205","0.8","1.2","2945","1589","0","0","250","YJ-82 IR Seeker","0","0","40","50","1","1","1","50","1","2","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"RUR-5 Mod4 ASROC","","5","64","300000","487","3","1979","1996","","","","mis/icoRUR-5.jpg","RUR-5 ASROC.xml","RUR-5 ASROC 431kts at 300m.  22km Range ETA 70 seconds Deploys mk-44 Torpedo.","","0","Harmless","0","17","-30","34567","1","22","0.85","Mk-46 Mod5","1","0","0","0","-7.9","MissileRCS1","1","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","6.43","5","30.3","0.012","0.015","0.01","0.8","1.2","22000","6.55","0","0","180","","0","0","1","300","0","1","0.75","50","0","3","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"HQ-7","","5","64","50000","80","1","1900","2999","","","","mis/icoHQ7.jpg","roland-sam.xml","HQ-7.  mach 2.3, appx ETA 37 seconds, 13.2km @ 3.65km alt, 14.2km @ 10km alt ETA 29 seconds vs 550kt head on target, intercept at 6.1km.","chinese version of Crotale.","0.6","BlastFragMis15kg","0","10","0","34567","0.3","6.1","0.85","","","","0","5.886824726","-15.4","MissileRCS1","-7.87","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M2.4","0","1","50","531","0.007","0.0105","0.007","0.8","1.2","30000","2.3","0","0","200","R.440N Command Seeker","1","0","0.001","1500","2","2","","","2","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"HQ-16","","5","64","0","715","1","1900","2999","","","","mis/icoHQ16.jpg","aim-9.xml","HQ-16 Missile  550kt target engaged at 47km","","12","BlastFragMis70kg","0","10","0","34567","3","31.6","0.85","","","0","0","10.06519958","-6.9","MissileRCS1","-2.19","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M4","0","1","35","148.668","0.048","0.06","0.04","0.8","1.2","240000","3.5","50000","10","500","9M8M SARH Seeker","1","0","200","500","2","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"HQ-61B","","5","64","","320","","1988","2999","","","","mis/icoHQ61B.jpg","roland-sam.xml","550kt target at 100m engaged at 10.8km ETA 18.93 seconds.","","8","BlastFragMis60kg","0","10","0","34567","1","5.4","0.85","","","0","0","9.638018192","-11.6","MissileRCS1","-2","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M3","0","1","15","79.643","0.0348","0.0435","0.029","0.8","1.2","180000","2","0","0","400","HQ-61 Seeker","1","0","0.1","6000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"HQ-61C","","5","64","","320","","1988","2999","","","","mis/icoHQ61C.jpg","roland-sam.xml","550kt target at 100m engaged at 22.1km ETA 26 seconds.","","8","BlastFragMis60kg","0","10","0","34567","1","14.7","0.85","","","0","0","9.638018192","-11.6","MissileRCS1","-2","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M4","0","1","15","79.643","0.0348","0.0435","0.029","0.8","1.2","180000","2.8","0","0","400","HQ-61 Seeker","1","0","0.1","6000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"HQ-9A","","5","64","0","1625","1","1900","2999","","","","mis/ico5V55RM.jpg","roland-sam.xml","HQ-9 missile  550kt target engaged at 92km","","12","BlastFragAir135kg","0","10","0","34567","8","68","0.85","","","0","0","19.07827128","-4.9","MissileRCS1","-2.19","0","IR_M_L_R_M0.85","Default","IR_M_L_R_Super_M4.6","0","1","25","88.5","0.0672","0.083","0.055","0.8","1.2","650000","4.2","0","0","500","5V55KD SARH Seeker","1","0","35.2","12100","0","0","4","8000","2","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"SSM-1B","","5","64","0","660","1","1990","2999","","","","mis/icoRBS-15MMK3.jpg","harpoon.xml","SSM-1B. 180km Range, ETA 10 minutes 21 seconds.","","221","Pen225kg","0","1","-30","34567","2","160","0.85","","","0","0","0","-3.8","MissileRCS1","1.53","0","IR_M_M_LP_M0.85","Default","IR_M_M_LP_Super_M1.1","0","0.01","5","53.096","0.0312","0.039","0.026","0.8","1.2","50000","3","4100","620","200","SSM-1 Seeker","0","0","20","5","0","1","0.01","0.01","2","2","","","0","2","","","2","2","","","","","","","","","","","","","","","","","TestMissileDmg"
"K-5M","AA-1 Akali","5","64","90000","82.7","1","1959","1970","","","","mis/icoR-3S.jpg","AIM-9LandM.xml","K-5M air-to-air missile 550kt target engaged up to 8.6km range ETA 11 seconds","","4.5","BlastFragAir11.5kg","0","2","0","34567","0.9","5.6","0.85","","","0","0","7.757606774","-16.9","MissileRCS1","-4.2","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2.4","0","1","3","21.238","0.048","0.06","0.04","0.8","1.2","35000","1.5","0","0","300","R-3S IR Seeker","0","0","0.01","12000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-66","AS-7 Kerry","5","64","0","286","1","1968","1992","","","","mis/icoKH-23.jpg","roland-sam.xml","Kh-23 ASM 10km range ETA 25 seconds","","180","Pen110kg","0","5","0","34567","3","10","0.85","","","0","0","0","-8.3","MissileRCS1","0","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2","0","1","5","42.476","0.0715","0.08125","0.065","0.8","1.2","82000","2","19500","13","250","Kh-66 SARH Seeker","1","0","0.01","0","2","2","0.01","0","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"ASM-1","","5","64","0","600","3","1982","2999","","","","mis/icoAGM-84A.jpg","harpoon.xml","Mitsubishi ASM-1. Combination of AGM-119C and AGM-84 Harpoon settings.","[phoenixegmh]","180","Pen150kg","0","5","0","34567","2","50","0.85","","","0","0","0","-6.5","MissileRCS1","1.53","0","IR_M_S_LP_M0.85","Default","IR_M_S_LP_Super_M1.5","0","1","5","36.42","0.021","0.02625","0.0175","0.8","1.2","2940","297","0","0","250","Harpoon Seeker","0","0","5","80","0","1","0.01","0","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AAM-N-7 Sidewinder","","5","64","90000","70","1","1956","1963","","","","mis/icoAIM-9B.jpg","AIM-9LandM.xml","AIM-9B Sidewinder air-to-air missile Initial Model  550kt target engaged up to 5km range ETA 7 seconds","produced from 1956, replaced by the AIM-9C and AIM-9D in production in 1965.  will assume still in service for some years after this in decreasing quantities given that the USAF alone obtained 80,000 of them.  Going to assume an 8 year step down in qty, thus out of service in 1973","4.5","BlastFragAir4.5kg","0","2","0","34567","0.9","3.15","0.85","","","0","0","6.50305636","-16.9","MissileRCS1","-4.2","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M1.8","0","1","12","56.635","0.023","0.026","0.021","0.8","1.2","11500","2.2","0","0","450","AIM-9A Seeker","0","0","0.01","12000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"AAM-N-6 Sparrow","","5","64","300000","172","1","1958","1963","","","","mis/icoAIM-7C.jpg","aim-9.xml","Aim-7C Sparrow Air Intercept Missile 550kt target engaged at 11.3km  ETA 14 seconds.","enters service in 1958 with the USN, about 2000 were built between 1958 and 1989, it enters service in 1958, and will stay until 1 year past its replacement, the AIM-7E, so 1964.  Production shifted to the AIM-7E in 1963.","27","BlastFragAir30kg","0","2","0","34567","2","7.4","0.85","","","0","0","10.34494944","-12.8","MissileRCS1","-1.6","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2.2","0","1","10","54.6","0.054","0.0675","0.045","0.8","1.2","29000","3.3","0","0","400","AIM-7E seeker","1","0","0.1","8000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"AGM-62","","5","64","","510","1","1967","1978","","","","mis/icoAGM62.jpg","am-39.xml","Walleye Unpowered Missile","","56","Pen375kg","0","5","0","34567","2","30","0.85","","","0","0","0","-6.3","MissileRCS1","2.66","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_M0.85","0","1","5","39.041","0.0236","0.0236","0.0236","0.7","0.9","0","0","0","0","149","AGM-62 TV Seeker","0","0","0.01","250","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-62 mk3","","5","64","","510","1","1970","1978","","","","mis/icoAGM623.jpg","am-39.xml","Walleye Unpowered Missile","","56","Pen375kg","0","5","0","34567","2","45","0.85","","","0","0","0","-6.3","MissileRCS1","2.66","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_M0.85","0","1","5","39.041","0.0162","0.0162","0.0162","0.7","0.9","0","0","0","0","149","AGM-62 TV Seeker","0","0","0.01","250","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-62 mk21","","5","64","","510","1","1975","1992","","","","mis/icoAGM6221.jpg","am-39.xml","Walleye Unpowered Missile","","56","Pen375kg","0","5","0","34567","2","60","0.85","","","0","0","0","-6.3","MissileRCS1","2.66","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_M0.85","0","1","5","39.041","0.01","0.01","0.01","0.7","0.9","0","0","0","0","149","AGM-62 mk21 TV Seeker","0","0","0.01","250","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-62 mk5","","5","64","","1060","1","1974","1978","","","","mis/icoAGM625.jpg","am-39.xml","Walleye Unpowered Missile","","56","Pen900kg","0","5","0","34567","2","45","0.85","","","0","0","0","-6.3","MissileRCS1","2.66","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_M0.85","0","1","5","39.041","0.0335","0.0335","0.0335","0.7","0.9","0","0","0","0","149","AGM-62 TV Seeker","0","0","0.01","250","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
