"DatabaseClass text primary key","NATO_ASCC text","ModelClassId integer","ClassificationId integer","Cost numeric","Weight_kg numeric","Volume_m3 numeric","InitialYear numeric","FinalYear numeric","Country text","Designation text","ImageList text","IconFileName text","ModelFileName text","Description text","Notes text","MaxSpeed_kts numeric","Accel_ktsps numeric","TurnRate_degps numeric","FuelCapacity_kg numeric","FuelRate_kgps real","Toughness numeric","DamageEffect text","Draft_m real","FlightportClass text","RCS_dBsm real","RCS_Model text","OpticalCrossSection_dBsm real","IRSignature_dB real","IR_ModelA text","IR_ModelB text","IR_ModelC text","EffectiveHeight_m numeric","TS numeric","TS_Model text","AcousticModel text","SL_Model text"
"Type 062B PBG(Congo)","Shanghai II","1","17","0","155000","0","1961","2999","Congo","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Guinnea)","Shanghai II","1","17","0","155000","0","1961","2999","Guinnea","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Korea, North)","Shanghai II","1","17","0","155000","0","1961","2999","Korea, North","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Pakistan)","Shanghai II","1","17","0","155000","0","1961","2999","Pakistan","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Romania)","Shanghai II","1","17","0","155000","0","1961","2999","Romania","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Sierra Leone)","Shanghai II","1","17","0","155000","0","1961","2999","Sierra Leone","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Sri Lanka)","Shanghai II","1","17","0","155000","0","1961","2999","Sri Lanka","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Tanzania)","Shanghai II","1","17","0","155000","0","1961","2999","Tanzania","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Vietnam, North)","Shanghai II","1","17","0","155000","0","1961","2999","Vietnam, North","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Zaire)","Shanghai II","1","17","0","155000","0","1961","2999","Zaire","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 22 FF Batch 1","","2","17","125000000","4000000","0","1979.34","1997.33","UK","FF","type22_b1.jpg","none","type-22.xml","Type 22 was a class of frigate built for the British Royal Navy. The Type 22 was originally designed to be a specialist anti-submarine warfare vessel.","","30","0.13","7","560000","0.622216847","140","Ship5000Dmg","10","Double Helo Hangar","43.577","ShipRCS1","32.743","26.688","ShipIR1","Default","Default","7","20","Default","S02.Frigate","Default"
"Type 22 FF Batch 2","","2","17","150000000","4200000","0","1983.97","2002.87","UK","FF","type22_b2.jpg","none","type-22.xml","Type 22 was a class of frigate built for the British Royal Navy. The Type 22 was designed to be a specialist anti-submarine warfare vessel. For Batch 2 the design was 'stretched', with the Frigate Refit Complex suitably enlarged. Visually, and in addition to the increase in length, the biggest difference was the sharply raked stem.","","30","0.13","7","588000","0.653327689","140","Ship5000Dmg","10","Double Helo Hangar","43.894","ShipRCS1","32.743","26.701","ShipIR1","Default","Default","7","20","Default","S02.Frigate","Default"
"Type 22 FF Batch 3","","2","17","200000000","4600000","0","1988.31","3000","UK","FF","type22_b3.jpg","none","type-22.xml","Type 22 was a class of frigate built for the British Royal Navy. The Type 22 was designed to be a specialist anti-submarine warfare vessel.The four ships of Batch 3 were of an  improved design. Reflecting lessons learned in the Falklands, the weapons fit was changed, becoming more optimised to a general warfare role.","","30","0.13","7","644000","0.715549374","140","Ship5000Dmg","10","Double Helo Hangar","44.487","ShipRCS1","32.743","26.726","ShipIR1","Default","Default","8.2","20","Default","S02.Frigate","Default"
"Type 23 FF","","2","18","0","4200000","0","1990.41","3000","UK","FF","","none","type-22.xml","GBR_Type 23 FF","","28","0.13","7","588000","0.31409985","140","Ship5000Dmg","10","Double Helo Hangar","43.894","ShipRCS1","33.161","26.701","ShipIR1","Default","Default","7","20","Default","S02.Frigate","Default"
"Type 42 DDG Batch 1","","2","18","20000000","4100000","0","1975.13","2005.53","UK","DD","","NONE","type-42.xml","No description is available.","","30","0.3","3","574000","0.717493801","200","Ship5000Dmg","5.8","Type-42 Helo Deck","43.737","ShipRCS1","32.384","23.688","ShipIR1","Default","Default","7","20","Default","S05.Destroyer Silenced","Default"
"Type 42 DDG Batch 2","","2","18","20000000","4100000","0","1980.72","3000","UK","DD","","NONE","type-42.xml","No description is available.","","30","0.3","3","574000","0.717493801","200","Ship5000Dmg","5.8","Type-42 Helo Deck","43.737","ShipRCS1","32.384","23.688","ShipIR1","Default","Default","7","20","Default","S05.Destroyer Silenced","Default"
"Type 42 DDG Batch 3","","2","18","20000000","4675000","0","1982.96","3000","UK","DD","","NONE","type-42.xml","No description is available.","","30","0.3","3","654500","0.818117932","200","Ship5000Dmg","5.8","Type-42 Helo Deck","44.592","ShipRCS1","32.735","23.725","ShipIR1","Default","Default","8.2","20","Default","S05.Destroyer Silenced","Default"
"Type 45 DDG","","2","18","6460000000","8000000","0","2009.56","2999","UK","DD","","NONE","type-82.xml","The Type 45 destroyer also known as the D or Daring class is a class of air defence destroyers built for the United Kingdom's Royal Navy. The Daring class were built to replace the Type 42 destroyers, the last of which is due to be decommissioned by 2013. The first ship in the Daring class, HMS Daring, was launched on 1 February 2006 and commissioned on 23 July 2009. The ships are now built by BAE Systems Surface Ships. The first three ships were assembled by BAE Systems Surface Fleet Solutions from partially prefabricated blocks built at different ship yards.","","31","1.1","7","1120000","0.799993089","250","Ship10000Dmg","7.4","Double Helo Hangar","35.082","ShipRCS1","34.264","15.601","ShipIR1","Default","Default","10","20","Default","S05.Destroyer Silenced","Default"
"Type 82 DDG","","2","18","20000000","7700000","0","1973.24","1987","UK","DD","","NONE","type-82.xml","Air defense destroyer; 1972; originally intended as a class of four; to escort the new CVA-01 class of carriers; the other three were canceled before being laid down when the new carriers were canceled. BRISTOL was therefore used principally as a trials platform","","28","0.5","1","1078000","0.937383206","250","Ship10000Dmg","7.5","Single Helo Pad","47.843","ShipRCS1","33.56","23.861","ShipIR1","Default","Default","10","20","Default","S04.Destroyer","Default"
"Type M","","2","17","0","500000","0","1900","2999","unknown","NaCn","","","type-22.xml","","Marcos","30","0.25","11","70000","0.388885529","","Ship500Dmg","6.05","FFG-7 Helo Deck","30.03","ShipRCS1","32.854","17.609","ShipIR1","Default","Default","8","30","Default","Default","Default"
"VLCC","","1","18","0","640000000","0","1900","2999","Neutral","Civilian","","none","tanker.xml","Very Large Crude Carrier (VLCC). Oil tanker designed to carry up to 250k dead weight tonnage","Marcos","15","0.1","1","89600000","0","900","Ship100000Dmg","10","","76.638","ShipRCS1","32.854","13.339","ShipIR1","Default","Default","40","30","Default","S004.Merchant Very Large","Default"
"Vasco da Gama FFG","","2","17","0","3200000","0","1991.048","2999","Portugal","FF","","NONE","type-42.xml","","","32","2.2","3","300000","0.365850498","200","Ship3000Dmg","5.97","Single Helo Hangar","42.123","ShipRCS1","32.414","23.621","ShipIR1","Default","Default","7","10","Default","S03.Frigate Silenced","Default"
"Virginia CGN B2","","1","18","0","11670000","0","1982","1987","USA","CA","","none","TicoMk26.xml","Virginia Class Guided Missile Cruiser","","32","0.25","9.9","1633800","0","759","Ship10000Dmg","10","","50.552","ShipRCS1","33.894","13.299","ShipIR1","Default","Default","11.5","20","Default","S06.Cruiser","Default"
"Virginia CGN B3","","1","18","0","11670000","0","1984","1994.86","USA","CA","","none","TicoMk26.xml","Virginia Class Guided Missile Cruiser","","32","0.25","9.9","1633800","0","759","Ship10000Dmg","10","","50.552","ShipRCS1","33.894","13.299","ShipIR1","Default","Default","11.5","20","Default","S06.Cruiser","Default"
"Virginia CGN","","2","18","0","11670000","0","1976.7","1982","USA","CA","","none","TicoMk26.xml","Virginia Class Guided Missile Cruiser","","32","0.25","9.9","1633800","0","759","Ship10000Dmg","10","Double Helo Hangar","50.552","ShipRCS1","33.894","13.299","ShipIR1","Default","Default","11.5","20","Default","S06.Cruiser","Default"
"Wasp LHDM","","2","18","0","41772000","0","1989.57","3000","USA","LHD","","none","hermes.xml","USA_Wasp LHDM","","22","0.08","7.11","4594920","1.094729983","632","Ship50000Dmg","10","Wasp Flightdeck","58.859","ShipRCS1","38.069","25.298","ShipIR1","Default","Default","32","20","Default","S11.Carrier Medium","Default"
"Whidbey Island LSDHM","","1","18","0","15939000","0","1985.11","3000","USA","LSD","","none","hermes.xml","USA_Whidbey Island LSDHM","","22","0.09","7.78","1753290","0.573988791","240","Ship20000Dmg","10","","51.034","ShipRCS1","35.413","17.306","ShipIR1","Default","Default","20","20","Default","S10.Carrier Small","Default"
"Wichita AOR","","2","18","0","37360000","0","1969.432","1983","USA","AOR","","","tanker.xml","","","20","0.4","2","4109600","0.924108418","","Ship30000Dmg","10.2","Double Helo Hangar","58.132","ShipRCS1","36.185","22.277","ShipIR1","Default","Default","32","30","Default","S003.Merchant Large","Default"
"Wichita AOR(1983)","","2","18","0","37360000","0","1983","1996.624","USA","AOR","","","tanker.xml","","","20","0.4","2","4109600","0.924108418","","Ship30000Dmg","10.2","Double Helo Hangar","58.132","ShipRCS1","36.185","22.277","ShipIR1","Default","Default","32","30","Default","S003.Merchant Large","Default"
