DatabaseClass text,ChildClass text,ChildCapacity numeric,LoadTime_s numeric,CycleTime_s numeric
"Tornado GR.Mk.1 5","AIM-120C","2","30","0.2"
"Tornado GR.Mk.1 5","AIM-7E","2","30","0.2"
"Tornado GR.Mk.1 5","AIM-7F","2","30","0.2"
"Tornado GR.Mk.1 5","AIM-7M","2","30","0.2"
"Tornado GR.Mk.1 5","AIM-7P","2","30","0.2"
"Tornado GR.Mk.1 5","ASPIDE-1A","2","30","0.2"
"Tornado GR.Mk.1 5","Brimstone","6","30","0.2"
"Tornado GR.Mk.1 5","Skyflash","2","30","0.2"
"Tornado GR.Mk.1B 3-6","594 gallon wing tank","2","30","0.2"
"Tornado GR.Mk.1B 3-6","AGM-65D","2","30","1"
"Tornado GR.Mk.1B 3-6","AGM-88*","2","30","1"
"Tornado GR.Mk.1B 3-6","ALARM","2","30","1"
"Tornado GR.Mk.1B 3-6","AS.34 Kormoran II","2","30","1"
"Tornado GR.Mk.1B 3-6","AS.34 Kormoran","2","30","1"
"Tornado GR.Mk.1B 3-6","B-61*","2","30","0.2"
"Tornado GR.Mk.1B 3-6","BAe Sea Eagle","2","30","1"
"Tornado GR.Mk.1B 3-6","GBU-10/B","2","30","0.2"
"Tornado GR.Mk.1B 3-6","GBU-12/B","6","30","0.2"
"Tornado GR.Mk.1B 3-6","GBU-16/B","4","30","0.2"
"Tornado GR.Mk.1B 3-6","GBU-24/B","2","30","0.2"
"Tornado GR.Mk.1B 3-6","GBU-24B/B","2","30","0.2"
"Tornado GR.Mk.1B 3-6","GBU-27","2","30","0.2"
"Tornado GR.Mk.1B 3-6","GBU-28B/B","6","30","0.2"
"Tornado GR.Mk.1B 3-6","GBU-31A(v)2","2","30","0.2"
"Tornado GR.Mk.1B 3-6","GBU-31C(v)4","2","30","0.2"
"Tornado GR.Mk.1B 3-6","GBU-32A(v)2","2","30","0.2"
"Tornado GR.Mk.1B 3-6","GBU-32C(v)4","2","30","0.2"
"Tornado GR.Mk.1B 3-6","Mk-81","6","30","0.2"
"Tornado GR.Mk.1B 3-6","Mk-82","6","30","0.2"
"Tornado GR.Mk.1B 3-6","Mk-83","4","30","0.2"
"Tornado GR.Mk.1B 3-6","Mk-84","2","30","0.2"
"Tornado GR4 2-6","1520 Liter Tank","2","30","0.2"
"Tornado GR4 2-6","2250 liter tank","2","30","0.2"
"Tornado GR4 2-6","ALARM","2","60","1"
"Tornado GR4 2SI-6SI","AIM-132 ASRAAM","2","30","0.2"
"Tornado GR4 2SI-6SI","ASRAAM","2","30","0.2"
"Tornado GR4 2SO-6SO","AIM-132 ASRAAM","2","30","0.2"
"Tornado GR4 2SO-6SO","ALARM","2","30","0.2"
"Tornado GR4 2SO-6SO","ASRAAM","2","30","0.2"
"Tornado GR4 3-5","1520 Liter Tank","2","30","0.2"
"Tornado GR4 3-5","ALARM","2","30","0.2"
"Tornado GR4 3-5","Brimstone","12","120","0.5"
"Tornado GR4 3-5","GBU-12/B","4","180","0.5"
"Tornado GR4 3-5","GBU-24/B","2","60","0.5"
"Tornado GR4 3-5","Mk-82","4","60","0.2"
"Tornado GR4 3-5","Storm Shadow","2","60","1"
"Tornado GR4 4","ALARM","1","30","0.2"
"Tornado GR4 4","GBU-12/B","1","180","0.5"
"Tornado IDS 3-6","594 gallon wing tank","2","30","0.2"
"Tornado IDS 3-6","AGM-65D","2","30","1"
"Tornado IDS 3-6","AGM-88*","2","30","1"
"Tornado IDS 3-6","ALARM","2","30","1"
"Tornado IDS 3-6","AS.34 Kormoran II","2","30","1"
"Tornado IDS 3-6","AS.34 Kormoran","2","30","1"
"Tornado IDS 3-6","B-61*","2","30","0.2"
"Tornado IDS 3-6","BAe Sea Eagle","2","30","1"
"Tornado IDS 3-6","GBU-10/B","2","30","0.2"
"Tornado IDS 3-6","GBU-12/B","6","30","0.2"
"Tornado IDS 3-6","GBU-16/B","4","30","0.2"
"Tornado IDS 3-6","GBU-24/B","2","30","0.2"
"Tornado IDS 3-6","GBU-24B/B","2","30","0.2"
"Tornado IDS 3-6","GBU-27","2","30","0.2"
"Tornado IDS 3-6","GBU-28B/B","6","30","0.2"
"Tornado IDS 3-6","GBU-31A(v)2","2","30","0.2"
"Tornado IDS 3-6","GBU-31C(v)4","2","30","0.2"
"Tornado IDS 3-6","GBU-32A(v)2","2","30","0.2"
"Tornado IDS 3-6","GBU-32C(v)4","2","30","0.2"
"Tornado IDS 3-6","Mk-81","6","30","0.2"
"Tornado IDS 3-6","Mk-82","6","30","0.2"
"Tornado IDS 3-6","Mk-83","4","30","0.2"
"Tornado IDS 3-6","Mk-84","2","30","0.2"
"Tu-142M Torpedo Rack","AT-2M","8","30","5"
"Tu-16 Bomb Bay","FAB-100","24","450","0.1"
"Tu-16 Bomb Bay","FAB-1500","6","360","0.1"
"Tu-16 Bomb Bay","FAB-250","24","450","0.1"
"Tu-16 Bomb Bay","FAB-3000","2","240","0.1"
"Tu-16 Bomb Bay","FAB-500","18","420","0.1"
"Tu-16 KS-1 Wing Rails","KS-1 Kometa","2","360","3"
"Tu-16 KSR-2 Wing Rails","KSR-2","2","360","3"
"Tu-16K-10-26 Missile Bay","K-10S","1","420","1"
"Tu-16K-10-26 Wing Rails","KSR-2","2","360","3"
"Tu-16K-10-26 Wing Rails","KSR-5","2","360","3"
"Tu-22 Bomb Bay","FAB-100","36","510","0.1"
"Tu-22 Bomb Bay","FAB-1500","8","390","0.1"
"Tu-22 Bomb Bay","FAB-250","36","510","0.1"
"Tu-22 Bomb Bay","FAB-3000","4","300","0.1"
"Tu-22 Bomb Bay","FAB-500","24","450","0.1"
"Tu-22 Bomb Bay","Kh-22M","1","360","1"
"Tu-22 Bomb Bay","Kh-22MP","1","360","1"
"Tu-22 Bomb Bay","Kh-22N","1","360","1"
"Tu-22M Bay","FAB-500","30","30","0.5"
"Tu-22M Bay","Kh-22M","1","30","0.5"
"Tu-22M Bay","Kh-22MP","1","30","0.5"
"Tu-22M Bay","Kh-22N","1","30","0.5"
"Tu-22M Wings","Kh-22M","2","30","0.5"
"Tu-22M Wings","Kh-22MP","2","30","0.5"
"Tu-22M Wings","Kh-22N","2","30","0.5"
"Tu-22M Wings","Kh-22N2","2","30","0.5"
"Type 68 Triple Tubes","Mk-46 Mod5","3","600","3"
"Type 726-4 Chaff Launcher x 2 (Port)","Chaff-2","36","2700","0.5"
"Type 726-4 Chaff Launcher x 2 (Port)","Flare-2","36","2700","0.5"
"Type 726-4 Chaff Launcher x 2 (Stbd)","Chaff-2","36","2700","0.5"
"Type 726-4 Chaff Launcher x 2 (Stbd)","Flare-2","36","2700","0.5"
"Type 730 CIWS (Port)","30mm OP-84 FRAG Tracer AK-306","236","1800","1"
"Type 730 CIWS (Stbd)","30mm OP-84 FRAG Tracer AK-306","236","1800","1"
"Type 946 Chaff Launcher (Port)","Chaff-2","15","1800","0.5"
"Type 946 Chaff Launcher (Port)","Flare-2","15","1800","0.5"
"Type 946 Chaff Launcher (Stbd)","Chaff-2","15","1800","0.5"
"Type 946 Chaff Launcher (Stbd)","Flare-2","15","1800","0.5"
"Typhoon-F1","AIM-120C","4","30","0.2"
"Typhoon-F1","MBDA Meteor","4","30","0.2"
"Typhoon-F2","1150 Liter Tank","1","300","0.2"
"Typhoon-W1","AIM-9M","2","30","0.2"
"Typhoon-W1","AIM-9X","2","30","0.2"
"Typhoon-W1","ASRAAM","2","30","0.2"
"Typhoon-W2","AGM-84C Harpoon","2","30","0.2"
"Typhoon-W2","AGM-88*","2","30","0.2"
"Typhoon-W2","AIM-120C","2","30","0.2"
"Typhoon-W2","AIM-9M","4","30","0.2"
"Typhoon-W2","AIM-9X","4","30","0.2"
"Typhoon-W2","ASRAAM","4","30","0.2"
"Typhoon-W2","GBU-12/B","4","30","0.1"
"Typhoon-W2","GBU-30","4","30","0.1"
"Typhoon-W2","MBDA Meteor","2","30","0.2"
"Typhoon-W3","AGM-84C Harpoon","2","30","0.2"
"Typhoon-W3","AGM-88*","4","30","0.2"
"Typhoon-W3","AIM-120C","2","30","0.2"
"Typhoon-W3","GBU-12/B","4","30","0.1"
"Typhoon-W3","GBU-30","4","30","0.1"
"Typhoon-W3","MBDA Meteor","2","30","0.2"
"UGM-84C Launcher","UGM-84C Harpoon","8","30","2"
"Vanguard SLBM Tubes","UGM-133","16","0","180"
"Vinten Flare Dispenser","Flare-1","16","16","0.25"
"Weapon Alfa","RUR-4A Weapon Alfa","22","900","1"
"Wessex Launcher","AS 12","2","360","1"
"Wessex Launcher","Mk-44","1","300","1"
"Wessex Launcher","Mk-46 Mod5","1","300","1"
"Wessex Launcher","Stingray","1","300","1"
"YJ-82 x3","YJ-82","3","2700","2"
"YJ-82 x4","YJ-82","4","3600","2"
"YJ-82 x8","YJ-82","8","7200","2"
"YJ-83 Quad Launcher x 2","YJ-83","8","0","3"
"YJ-83 Quad Launcher","YJ-83","4","0","3"
"YJ-83 x4","YJ-83","4","3600","2"
"YJ-83 x8","YJ-83","8","7200","2"
"Yak-38 External","R-60","2","300","0.1"
"Yak-38 External","R-60M","2","300","0.1"
"Yak-38 Station 1","FAB-100","4","360","0.1"
"Yak-38 Station 1","FAB-250","2","240","0.1"
"Yak-38 Station 1","FAB-500","2","240","0.1"
"Yak-38 Station 1","Kh-23","2","360","1"
"Yak-38 Station 1","R-60","2","360","1"
"Yak-38 Station 1","R-60M","2","360","1"
"Yak-38 Station 1","R-60MK","2","360","1"
"Yak-38 Station 1","RN-28","2","960","1"
"Yak-38 Station 1","S-5K Rocket","64","240","0.1"
"Yak-38 Station 1","S-5M Rocket","64","240","0.1"
"Yak-38 Station 1","S-8B 80mm","40","240","0.1"
"Yak-38 Station 1","S-8K 80mm","40","240","0.1"
"Yak-38 Station 2","FAB-100","4","360","0.1"
"Yak-38 Station 2","FAB-250","2","240","0.1"
"Yak-38 Station 2","R-60","2","360","1"
"Yak-38 Station 2","R-60M","2","360","1"
"Yak-38 Station 2","R-60MK","2","360","1"
"Yak-38 Station 2","S-5K Rocket","64","240","0.1"
"Yak-38 Station 2","S-5M Rocket","64","240","0.1"
"Yak-38 Station 2","S-8B 80mm","40","240","0.1"
"Yak-38 Station 2","S-8K 80mm","40","240","0.1"
"Yak-38 Under","FAB-250","4","300","0.1"
"Yak-38 Under","FAB-500","2","300","0.1"
"Yak-38 Under","RN-28","2","900","0.1"
"Ygun","Mk-9 DC","2","240","1"
"Z-9C Launcher","TL-10","2","420","10"
"Z-9C Launcher","TL-6","1","420","10"
"Z-9C Launcher","Yu-7","1","420","10"
"ZSU-23-4 Donets Launcher 2","9M32 Strela 2","4","45","2"
"ZSU-23-4 Donets Launcher","23mm OFZ","25","45","0.14"
"ZSU-23-4 Shilka Launcher","23mm OFZ","25","45","0.14"
"ZSU-23-4M Biryusa Launcher","23mm OFZ","25","45","0.14"
"ZSU-23-4M2 Biryusa Launcher","23mm OFZ","25","45","0.14"
"ZSU-23-4M4 Biryusa Launcher 2","9M32 Strela 2","4","45","2"
"ZSU-23-4M4 Biryusa Launcher","23mm OFZ","25","45","0.14"
"ZSU-23-4MP Biala Launcher 2","9M32 Strela 2","4","45","2"
"ZSU-23-4MP Biala Launcher","23mm OFZ","25","45","0.14"
"ZSU-23-4MZ Biryusa Launcher","23mm OFZ","25","45","0.14"
"ZSU-23-4V Shilka Launcher","23mm OFZ","25","45","0.14"
"ZSU-23-4V1 Shilka Launcher","23mm OFZ","25","45","0.14"
"Zuni test","23mm OFZ","70","30","0.1"
"chaff padilla","SKWS-12T","12","100","2"
"exocet-padilla","MM-40 Exocet","8","100","1.5"
"exocet3-padilla","MM-40 B3 Exocet","8","100","1.5"
"twin ADEN 30mm","30mm ADEN API","260","30","0.03"
"TOW Launcher","BGM-71A TOW","2","90","0.1"
"100mm D-10T","100mm 3BM6 HVAPDS","40","240","10"
"73mm 2A28 Grom","73mm PG-15V HEAT","40","240","6"
"20mm M169 Vulcan","20mm HE-T","270","30","0.2"
"Konkurs ATGM Launcher","9M113 Konkurs","1","80","6"
"30mm 2A42","30mm 3UBR8 APDS","400","30","0.4"
"25mm M242 Bushmaster","25mm M791 APDS-T","400","30","0.3"
"Malyutka ATGM Launcher","9M14 Malyutka","1","80","6"
"MIM-72A Launcher","MIM-72A","1","1000","0"
"12.7mm NSV","12.7x108mm","50","80","0.2"
"100mm KS-19 AA Gun","100mm ZS-55P AA","35","240","6"
"105mm M68","105mm APFSDS","40","240","6"
"115mm U-5TS","115mm 3VBM-1 APFSDS","40","240","6"
"120mm M256A1","120mm M829A2 APFSDS","40","240","5"
"125mm 2A46","125mm 3VBM19 APFSDS","39","240","5"
"75mm Skysweeper Gun","75mm AA","30","240","3"
"A-6A IWing","Mk-84","2","240","0.1"
"A-6A IWing","Mk-83","6","240","0.1"
"A-6A IWing","Mk-82","12","240","0.1"
"A-6A IWing","Mk-81","12","240","0.1"
"A-6A IWing","M118","2","240","0.1"
"A-6A IWing","M117","4","240","0.1"
"A-6A IWing","AGM-12A","2","360","1"
"A-6A IWing","AGM-12B","2","360","1"
"A-6A IWing","AGM-12C","2","360","1"
"A-6A IWing","AGM-45A","2","360","1"
"A-6A IWing","AGM-45B","2","360","1"
"A-6A IWing","AIM-9D","2","360","1"
"A-6A IWing","AIM-9E","2","360","1"
"A-6A IWing","AIM-9L","2","360","1"
"A-6A IWing","AIM-9*","2","360","1"
"A-6A IWing","AAM-N-7 Sidewinder","2","360","1"
"A-6A IWing","Mk-40 FFAR","38","180","0.1"
"A-6A IWing","Mk 16 Zuni FFAR","8","180","0.1"
"A-6A IWing","Mk 71 Zuni WAFAR","8","180","0.1"
"A-6A IWing","300 gallon tank","2","120","1"
"A-6A IWing","B-28*","2","3600","10"
"A-6A IWing","B-43*","2","3600","10"
"A-6A IWing","B-57*","2","3600","10"
"A-6A OWing","Mk-84","2","240","0.1"
"A-6A OWing","Mk-83","6","240","0.1"
"A-6A OWing","Mk-82","12","240","0.1"
"A-6A OWing","Mk-81","12","240","0.1"
"A-6A OWing","M118","2","240","0.1"
"A-6A OWing","M117","4","240","0.1"
"A-6A OWing","AGM-12A","2","360","1"
"A-6A OWing","AGM-12B","2","360","1"
"A-6A OWing","AGM-12C","2","360","1"
"A-6A OWing","AGM-45A","2","360","1"
"A-6A OWing","AGM-45B","2","360","1"
"A-6A OWing","AIM-9D","2","360","1"
"A-6A OWing","AIM-9E","2","360","1"
"A-6A OWing","AIM-9L","2","360","1"
"A-6A OWing","AIM-9*","2","360","1"
"A-6A OWing","AAM-N-7 Sidewinder","2","360","1"
"A-6A OWing","Mk-40 FFAR","38","180","0.1"
"A-6A OWing","Mk 16 Zuni FFAR","8","180","0.1"
"A-6A OWing","Mk 71 Zuni WAFAR","8","180","0.1"
"A-6A OWing","300 gallon tank","2","120","1"
"A-6A Center","Mk-84","1","240","0.1"
"A-6A Center","Mk-83","3","240","0.1"
"A-6A Center","Mk-82","6","240","0.1"
"A-6A Center","Mk-81","6","240","0.1"
"A-6A Center","M118","1","240","0.1"
"A-6A Center","M117","2","240","0.1"
"A-6A Center","300 gallon tank","1","120","1"
"A-6A Center","B-28*","1","3600","10"
"A-6A Center","B-43*","1","3600","10"
"A-6A Center","B-57*","1","3600","10"
"A-6B Center","Mk-84","1","240","0.1"
"A-6B Center","Mk-83","3","240","0.1"
"A-6B Center","Mk-82","6","240","0.1"
"A-6B Center","Mk-81","6","240","0.1"
"A-6B Center","M118","1","240","0.1"
"A-6B Center","M117","2","240","0.1"
"A-6B Center","300 gallon tank","1","120","1"
"ALE-19 CMs","Chaff-1","30","300","0.1"
"ALE-19 CMs","Flare-1","30","300","0.1"
"A-6B IWing","Mk-84","2","240","0.1"
"A-6B IWing","Mk-83","6","240","0.1"
"A-6B IWing","Mk-82","12","240","0.1"
"A-6B IWing","Mk-81","12","240","0.1"
"A-6B IWing","M118","2","240","0.1"
"A-6B IWing","M117","4","240","0.1"
"A-6B IWing","AGM-45A","2","360","1"
"A-6B IWing","AGM-45B","2","360","1"
"A-6B IWing","AGM-78A","2","360","1"
"A-6B IWing","AGM-78B","2","360","1"
"A-6B IWing","AGM-78C","2","360","1"
"A-6B IWing","AGM-78D","2","360","1"
"A-6B IWing","300 gallon tank","2","120","1"
"A-6B OWing","Mk-84","2","240","0.1"
"A-6B OWing","Mk-83","6","240","0.1"
"A-6B OWing","Mk-82","12","240","0.1"
"A-6B OWing","Mk-81","12","240","0.1"
"A-6B OWing","M118","2","240","0.1"
"A-6B OWing","M117","4","240","0.1"
"A-6B OWing","AGM-45A","2","360","1"
"A-6B OWing","AGM-45B","2","360","1"
"A-6B OWing","AGM-78A","2","360","1"
"A-6B OWing","AGM-78B","2","360","1"
"A-6B OWing","AGM-78C","2","360","1"
"A-6B OWing","AGM-78D","2","360","1"
"A-6B OWing","300 gallon tank","2","120","1"
"A-6C IWing","Mk-84","2","240","0.1"
"A-6C IWing","Mk-83","6","240","0.1"
"A-6C IWing","Mk-82","12","240","0.1"
"A-6C IWing","Mk-81","12","240","0.1"
"A-6C IWing","M118","2","240","0.1"
"A-6C IWing","M117","4","240","0.1"
"A-6C IWing","AGM-12A","2","360","1"
"A-6C IWing","AGM-12B","2","360","1"
"A-6C IWing","AGM-12C","2","360","1"
"A-6C IWing","AGM-45A","4","360","1"
"A-6C IWing","AGM-45B","4","360","1"
"A-6C IWing","AIM-9D","2","360","1"
"A-6C IWing","AIM-9E","2","360","1"
"A-6C IWing","AIM-9L","2","360","1"
"A-6C IWing","AIM-9*","2","360","1"
"A-6C IWing","Mk-40 FFAR","38","180","0.1"
"A-6C IWing","Mk 16 Zuni FFAR","8","180","0.1"
"A-6C IWing","Mk 71 Zuni WAFAR","8","180","0.1"
"A-6C IWing","300 gallon tank","2","120","1"
"A-6C IWing","Mk-25 Mine","2","180","0.1"
"A-6C IWing","Mk-36 Mod1 Mine","2","180","0.1"
"A-6C IWing","Mk-36 Mod2 Mine","2","180","0.1"
"A-6C IWing","Mk-39 Mine","2","180","0.1"
"A-6C IWing","Mk-56 Mine","2","180","0.1"
"A-6C IWing","Mk-36 DST","12","180","0.1"
"A-6C IWing","Mk-40 DST","12","180","0.1"
"A-6C IWing","Mk-41 DST","2","180","0.1"
"A-6C IWing","Mk-59 DST","6","180","0.1"
"A-6C IWing","B-28*","2","3600","10"
"A-6C IWing","B-43*","2","3600","10"
"A-6C IWing","B-57*","2","3600","10"
"A-6C IWing","B-61*","2","3600","10"
"A-6C OWing","Mk-84","2","240","0.1"
"A-6C OWing","Mk-83","6","240","0.1"
"A-6C OWing","Mk-82","12","240","0.1"
"A-6C OWing","Mk-81","12","240","0.1"
"A-6C OWing","M118","2","240","0.1"
"A-6C OWing","M117","4","240","0.1"
"A-6C OWing","AGM-12A","2","360","1"
"A-6C OWing","AGM-12B","2","360","1"
"A-6C OWing","AGM-12C","2","360","1"
"A-6C OWing","AGM-45A","4","360","1"
"A-6C OWing","AGM-45B","4","360","1"
"A-6C OWing","AIM-9D","2","360","1"
"A-6C OWing","AIM-9E","2","360","1"
"A-6C OWing","AIM-9L","2","360","1"
"A-6C OWing","AIM-9*","2","360","1"
"A-6C OWing","Mk-40 FFAR","38","180","0.1"
"A-6C OWing","Mk 16 Zuni FFAR","8","180","0.1"
"A-6C OWing","Mk 71 Zuni WAFAR","8","180","0.1"
"A-6C OWing","300 gallon tank","2","120","1"
"A-6C OWing","Mk-36 Mod1 Mine","2","180","0.1"
"A-6C OWing","Mk-36 Mod2 Mine","2","180","0.1"
"A-6C OWing","Mk-39 Mine","2","180","0.1"
"A-6C OWing","Mk-56 Mine","2","180","0.1"
"A-6C OWing","Mk-36 DST","12","180","0.1"
"A-6C OWing","Mk-40 DST","12","180","0.1"
"A-6C OWing","Mk-41 DST","2","180","0.1"
"A-6C OWing","Mk-59 DST","6","180","0.1"
"A-6E IWing","Mk-84","2","240","0.1"
"A-6E IWing","Mk-83","4","240","0.1"
"A-6E IWing","Mk-82","10","240","0.1"
"A-6E IWing","Mk-81","10","240","0.1"
"A-6E IWing","M118","2","240","0.1"
"A-6E IWing","M117","4","240","0.1"
"A-6E IWing","GBU-1/B","2","240","1"
"A-6E IWing","GBU-10/B","2","240","1"
"A-6E IWing","GBU-12/B","2","240","1"
"A-6E IWing","GBU-15/B","2","240","1"
"A-6E IWing","GBU-16/B","2","240","1"
"A-6E IWing","AGM-12B","2","360","1"
"A-6E IWing","AGM-12C","2","360","1"
"A-6E IWing","AGM-45A","4","360","1"
"A-6E IWing","AGM-45B","4","360","1"
"A-6E IWing","AGM-84A Harpoon","2","360","1"
"A-6E IWing","AIM-9G","2","360","1"
"A-6E IWing","AIM-9H","2","360","1"
"A-6E IWing","AIM-9L","2","360","1"
"A-6E IWing","AIM-9*","2","360","1"
"A-6E IWing","Mk-40 FFAR","114","180","0.1"
"A-6E IWing","Mk 16 Zuni FFAR","24","180","0.1"
"A-6E IWing","Mk 71 Zuni WAFAR","24","180","0.1"
"A-6E IWing","300 gallon tank","2","120","1"
"A-6E IWing","Mk-25 Mine","2","180","0.1"
"A-6E IWing","Mk-36 Mod1 Mine","2","180","0.1"
"A-6E IWing","Mk-36 Mod2 Mine","2","180","0.1"
"A-6E IWing","Mk-39 Mine","2","180","0.1"
"A-6E IWing","Mk-56 Mine","2","180","0.1"
"A-6E IWing","Mk-36 DST","10","180","0.1"
"A-6E IWing","Mk-40 DST","10","180","0.1"
"A-6E IWing","Mk-41 DST","2","180","0.1"
"A-6E IWing","Mk-59 DST","6","180","0.1"
"A-6E IWing","B-43*","2","3600","10"
"A-6E IWing","B-57*","2","3600","10"
"A-6E IWing","B-61*","2","3600","10"
"A-6E OWing","Mk-84","2","240","0.1"
"A-6E OWing","Mk-83","6","240","0.1"
"A-6E OWing","Mk-82","12","240","0.1"
"A-6E OWing","Mk-81","12","240","0.1"
"A-6E OWing","M118","2","240","0.1"
"A-6E OWing","M117","4","240","0.1"
"A-6E OWing","GBU-1/B","2","240","1"
"A-6E OWing","GBU-10/B","2","240","1"
"A-6E OWing","GBU-12/B","2","240","1"
"A-6E OWing","GBU-15/B","2","240","1"
"A-6E OWing","GBU-16/B","2","240","1"
"A-6E OWing","AGM-12B","2","360","1"
"A-6E OWing","AGM-12C","2","360","1"
"A-6E OWing","AGM-45A","4","360","1"
"A-6E OWing","AGM-45B","4","360","1"
"A-6E OWing","AGM-84A Harpoon","2","360","1"
"A-6E OWing","AIM-9G","2","360","1"
"A-6E OWing","AIM-9H","2","360","1"
"A-6E OWing","AIM-9L","2","360","1"
"A-6E OWing","AIM-9*","2","360","1"
"A-6E OWing","Mk-40 FFAR","114","180","0.1"
"A-6E OWing","Mk 16 Zuni FFAR","24","180","0.1"
"A-6E OWing","Mk 71 Zuni WAFAR","24","180","0.1"
"A-6E OWing","300 gallon tank","2","120","1"
"A-6E OWing","Mk-25 Mine","2","180","0.1"
"A-6E OWing","Mk-36 Mod1 Mine","2","180","0.1"
"A-6E OWing","Mk-36 Mod2 Mine","2","180","0.1"
"A-6E OWing","Mk-39 Mine","2","180","0.1"
"A-6E OWing","Mk-56 Mine","2","180","0.1"
"A-6E OWing","Mk-36 DST","12","180","0.1"
"A-6E OWing","Mk-40 DST","12","180","0.1"
"A-6E OWing","Mk-41 DST","2","180","0.1"
"A-6E OWing","Mk-59 DST","6","180","0.1"
"A-6E Center","Mk-84","1","240","0.1"
"A-6E Center","Mk-83","3","240","0.1"
"A-6E Center","Mk-82","6","240","0.1"
"A-6E Center","Mk-81","6","240","0.1"
"A-6E Center","M118","1","240","0.1"
"A-6E Center","M117","2","240","0.1"
"A-6E Center","GBU-1/B","2","240","1"
"A-6E Center","GBU-10/B","2","240","1"
"A-6E Center","GBU-12/B","2","240","1"
"A-6E Center","GBU-15/B","2","240","1"
"A-6E Center","GBU-16/B","2","240","1"
"A-6E Center","300 gallon tank","1","120","1"
"A-6E Center","Mk-25 Mine","1","180","0.1"
"A-6E Center","Mk-36 Mod1 Mine","1","180","0.1"
"A-6E Center","Mk-36 Mod2 Mine","1","180","0.1"
"A-6E Center","Mk-39 Mine","1","180","0.1"
"A-6E Center","Mk-56 Mine","1","180","0.1"
"A-6E Center","Mk-36 DST","5","180","0.1"
"A-6E Center","Mk-40 DST","5","180","0.1"
"A-6E Center","Mk-41 DST","1","180","0.1"
"A-6E Center","Mk-59 DST","3","180","0.1"
"A-6E Center","B-28*","1","3600","1"
"A-6E Center","B-43*","1","3600","10"
"A-6E Center","B-57*","1","3600","10"
"A-6E Center","B-61*","1","3600","10"
"A-6E Center","B-83*","1","3600","1"
"KA-6D Pylon","300 gallon wing tank","1","240","0"
"KA-6D Pylon 2","300 gallon wing tank","2","240","0"
"EA-6A IWing","Mk-84","2","240","0.1"
"EA-6A IWing","Mk-83","6","240","0.1"
"EA-6A IWing","Mk-82","12","240","0.1"
"EA-6A IWing","Mk-81","12","240","0.1"
"EA-6A IWing","M118","2","240","0.1"
"EA-6A IWing","M117","4","240","0.1"
"EA-6A IWing","AGM-45A","2","360","1"
"EA-6A IWing","Mk-40 FFAR","38","180","0.1"
"EA-6A IWing","Mk 16 Zuni FFAR","8","180","0.1"
"EA-6A IWing","Mk 71 Zuni WAFAR","8","180","0.1"
"EA-6A IWing","300 gallon tank","2","120","1"
"EA-6A OWing","Mk-84","2","240","0.1"
"EA-6A OWing","Mk-83","6","240","0.1"
"EA-6A OWing","Mk-82","12","240","0.1"
"EA-6A OWing","Mk-81","12","240","0.1"
"EA-6A OWing","M118","2","240","0.1"
"EA-6A OWing","M117","4","240","0.1"
"EA-6A OWing","AGM-45A","2","360","1"
"EA-6A OWing","Mk-40 FFAR","38","180","0.1"
"EA-6A OWing","Mk 16 Zuni FFAR","8","180","0.1"
"EA-6A OWing","Mk 71 Zuni WAFAR","8","180","0.1"
"EA-6A OWing","300 gallon tank","2","120","1"
"EA-6A Center","Mk-84","1","240","0.1"
"EA-6A Center","Mk-83","3","240","0.1"
"EA-6A Center","Mk-82","6","240","0.1"
"EA-6A Center","Mk-81","6","240","0.1"
"EA-6A Center","M118","1","240","0.1"
"EA-6A Center","M117","2","240","0.1"
"EA-6A Center","300 gallon tank","1","120","1"
"EA-6B IWing","Mk-84","2","240","0.1"
"EA-6B IWing","Mk-83","6","240","0.1"
"EA-6B IWing","Mk-82","12","240","0.1"
"EA-6B IWing","Mk-81","12","240","0.1"
"EA-6B IWing","M118","2","240","0.1"
"EA-6B IWing","M117","4","240","0.1"
"EA-6B IWing","AGM-45A","2","360","1"
"EA-6B IWing","AGM-45B","2","360","1"
"EA-6B IWing","AGM-88A","2","360","1"
"EA-6B IWing","AGM-88B","2","360","1"
"EA-6B IWing","AGM-88C","2","360","1"
"EA-6B IWing","AGM-78A","2","360","1"
"EA-6B IWing","AGM-78B","2","360","1"
"EA-6B IWing","AGM-78C","2","360","1"
"EA-6B IWing","AGM-78D","2","360","1"
"EA-6B IWing","Mk-40 FFAR","38","180","0.1"
"EA-6B IWing","Mk 16 Zuni FFAR","8","180","0.1"
"EA-6B IWing","Mk 71 Zuni WAFAR","8","180","0.1"
"EA-6B IWing","300 gallon tank","2","120","1"
"EA-6B OWing","Mk-84","2","240","0.1"
"EA-6B OWing","Mk-83","6","240","0.1"
"EA-6B OWing","Mk-82","12","240","0.1"
"EA-6B OWing","Mk-81","12","240","0.1"
"EA-6B OWing","M118","2","240","0.1"
"EA-6B OWing","M117","4","240","0.1"
"EA-6B OWing","AGM-45A","2","360","1"
"EA-6B OWing","AGM-45B","2","360","1"
"EA-6B OWing","AGM-88A","2","360","1"
"EA-6B OWing","AGM-88B","2","360","1"
"EA-6B OWing","AGM-88C","2","360","1"
"EA-6B OWing","AGM-78A","2","360","1"
"EA-6B OWing","AGM-78B","2","360","1"
"EA-6B OWing","AGM-78C","2","360","1"
